code_wilaya,nom_wilaya,code_commune,nom_commune,nom_commune_ar,daira,daira_ar
22,Sidi Bel Abbès,2209,Bedrabine El Mokrani,بضرابين المقراني,Ben Badis,بن باديس
22,Sidi Bel Abbès,2229,Sfisef,سفيزف,Sfisef,سفيزف
22,Sidi Bel Abbès,2226,M'cid,مسيد,Sfisef,سفيزف
22,Sidi Bel Abbès,2238,Boudjebaa El Bordj,بوجبهة البرج,Sfisef,سفيزف
22,Sidi Bel Abbès,2230,Ain- Adden,عين أدن,Sfisef,سفيزف
22,Sidi Bel Abbès,2241,Sidi Hamadouche,سيدي حمادوش,Ain El Berd,عين البرد
22,Sidi Bel Abbès,2235,Sidi Chaib,سيدي شعيب,Marhoum,مرحوم
22,Sidi Bel Abbès,2216,Makedra,مكدرة,Ain El Berd,عين البرد
22,Sidi Bel Abbès,2228,Ain El Berd,عين البرد,Ain El Berd,عين البرد
22,Sidi Bel Abbès,2250,Redjem Demouche,رجم دموش,Ras El Ma,راس الماء
22,Sidi Bel Abbès,2223,Ras El Ma,راس الماء,Ras El Ma,راس الماء
22,Sidi Bel Abbès,2237,Oued Sebaa,وادي السبع,Ras El Ma,راس الماء
22,Sidi Bel Abbès,2210,Marhoum,مرحوم,Marhoum,مرحوم
22,Sidi Bel Abbès,2201,Sidi Bel-Abbes,سيدي بلعباس,Sidi Bel Abbes,سيدي بلعباس
22,Sidi Bel Abbès,2215,Ain Thrid,عين الثريد,Tessala,تسالة
22,Sidi Bel Abbès,2239,Sehala Thaoura,السهالة الثورة,Tessala,تسالة
22,Sidi Bel Abbès,2202,Tessala,تسالة,Tessala,تسالة
22,Sidi Bel Abbès,2242,Belarbi,بلعربي,Mostefa Ben Brahim,مصطفى بن ابراهيم
22,Sidi Bel Abbès,2204,Mostefa Ben Brahim,مصطفى بن ابراهيم,Mostefa Ben Brahim,مصطفى بن ابراهيم
22,Sidi Bel Abbès,2213,Tilmouni,تلموني,Mostefa Ben Brahim,مصطفى بن ابراهيم
22,Sidi Bel Abbès,2233,Zerouala,زروالة,Mostefa Ben Brahim,مصطفى بن ابراهيم
22,Sidi Bel Abbès,2232,Dhaya,الضاية,Telagh,تلاغ
22,Sidi Bel Abbès,2206,Mezaourou,مزاورو,Telagh,تلاغ
22,Sidi Bel Abbès,2244,Teghalimet,تغاليمت,Telagh,تلاغ
22,Sidi Bel Abbès,2205,Telagh,تلاغ,Telagh,تلاغ
22,Sidi Bel Abbès,2225,Ain Kada,عين قادة,Sidi Ali Boussidi,سيدي علي بوسيدي
22,Sidi Bel Abbès,2234,Lamtar,لمطار,Sidi Ali Boussidi,سيدي علي بوسيدي
22,Sidi Bel Abbès,2208,Sidi Ali Boussidi,سيدي علي بوسيدي,Sidi Ali Boussidi,سيدي علي بوسيدي
22,Sidi Bel Abbès,2236,Sidi Dahou Zairs,سيدي دحو الزاير,Sidi Ali Boussidi,سيدي علي بوسيدي
22,Sidi Bel Abbès,2248,Bir El Hammam,بئر الحمام,Marhoum,مرحوم
22,Sidi Bel Abbès,2222,Merine,مرين,Merine,مرين
22,Sidi Bel Abbès,2211,Tefessour,تفسور,Merine,مرين
22,Sidi Bel Abbès,2249,Taoudmout,تاودموت,Merine,مرين
23,Annaba,2301,Annaba,عنابة,Annaba,عنابة
23,Annaba,2308,Seraidi,سرايدي,Annaba,عنابة
23,Annaba,2302,Berrahal,برحال,Berrahal,برحال
23,Annaba,2306,Oued El Aneb,واد العنب,Berrahal,برحال
23,Annaba,2303,El Hadjar,الحجار,El Hadjar,الحجار
23,Annaba,2311,Sidi Amar,سيدي عمار,El Hadjar,الحجار
23,Annaba,2305,El Bouni,البوني,El Bouni,البوني
23,Annaba,2309,Ain El Berda,عين الباردة,Ain El Berda,عين الباردة
23,Annaba,2307,Cheurfa,الشرفة,Ain El Berda,عين الباردة
23,Annaba,2304,El Eulma,العلمة,Ain El Berda,عين الباردة
23,Annaba,2312,Treat,التريعات,Berrahal,برحال
23,Annaba,2310,Chetaibi,شطايبي,Chetaibi,شطايبي
24,Guelma,2402,Nechmaya,نشماية,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2412,Bou Hamdane,بوحمدان,Hammam Debagh,حمام دباغ
24,Guelma,2419,Hammam Debagh,حمام دباغ,Hammam Debagh,حمام دباغ
24,Guelma,2428,Roknia,الركنية,Hammam Debagh,حمام دباغ
24,Guelma,2409,Dahouara,الدهوارة,Hammam N'bails,حمام النبايل
24,Guelma,2422,Hammam N'bail,حمام النبايل,Hammam N'bails,حمام النبايل
24,Guelma,2401,Guelma,قالمة,Guelma,قالمة
24,Guelma,2431,Boumahra Ahmed,بومهرة أحمد,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2414,Ain Ben Beida,عين بن بيضاء,Bouchegouf,بوشقوف
24,Guelma,2425,Bouchegouf,بوشقوف,Bouchegouf,بوشقوف
24,Guelma,2430,Medjez Sfa,مجاز الصفاء,Bouchegouf,بوشقوف
24,Guelma,2406,Oued Ferragha,وادي فراغة,Bouchegouf,بوشقوف
24,Guelma,2403,Bouati Mahmoud,بوعاتي محمود,Heliopolis,هيليوبوليس
24,Guelma,2420,El Fedjoudj,الفجوج,Heliopolis,هيليوبوليس
24,Guelma,2426,Heliopolis,هيليوبوليس,Heliopolis,هيليوبوليس
24,Guelma,2424,Medjez Amar,مجاز عمار,Ain Hessainia,عين حساينية
24,Guelma,2427,Houari Boumedienne,هواري بومدين,Ain Hessainia,عين حساينية
24,Guelma,2408,Ras El Agba,رأس العقبة,Ain Hessainia,عين حساينية
24,Guelma,2429,Sellaoua Announa,سلاوة عنونة,Ain Hessainia,عين حساينية
24,Guelma,2434,Djeballah Khemissi,جبالة الخميسي,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2421,Bordj Sabath,برج صباط,Oued Zenati,وادي الزناتي
24,Guelma,2404,Oued Zenati,وادي الزناتي,Oued Zenati,وادي الزناتي
24,Guelma,2432,Ain Regada,عين رقادة,Oued Zenati,وادي الزناتي
24,Guelma,2423,Ain Larbi,عين العربي,Ain Makhlouf,عين مخلوف
24,Guelma,2413,Ain Makhlouf,عين مخلوف,Ain Makhlouf,عين مخلوف
24,Guelma,2405,Tamlouka,تاملوكة,Ain Makhlouf,عين مخلوف
24,Guelma,2407,Ain Sandel,عين صندل,Khezaras,خزارة
24,Guelma,2417,Bou Hachana,بوحشانة,Khezaras,خزارة
24,Guelma,2415,Khezaras,لخزارة,Khezaras,خزارة
24,Guelma,2410,Belkheir,بلخير,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2416,Beni Mezline,بني مزلين,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2418,Guelaat Bou Sbaa,قلعة بوصبع,Guelaat Bousbaa,قلعة بوصبع
24,Guelma,2433,Oued Cheham,وادي الشحم,Hammam N'bails,حمام النبايل
24,Guelma,2411,Bendjarah,بن جراح,Guelma,قالمة
25,Constantine,2505,Didouche Mourad,ديدوش مراد,Hamma Bouziane,حامة بوزيان
25,Constantine,2502,Hamma Bouziane,حامة بوزيان,Hamma Bouziane,حامة بوزيان
25,Constantine,2508,Beni Hamidane,بني حميدان,Zighoud Youcef,زيغود يوسف
25,Constantine,2504,Zighoud Youcef,زيغود يوسف,Zighoud Youcef,زيغود يوسف
25,Constantine,2510,Ain Smara,عين السمارة,El Khroub,الخروب
25,Constantine,2506,El Khroub,الخروب,El Khroub,الخروب
25,Constantine,2509,Ouled Rahmoun,أولاد رحمون,El Khroub,الخروب
25,Constantine,2507,Ain Abid,عين عبيد,Ain Abid,عين عبيد
25,Constantine,2503,Ben Badis,أبن باديس الهرية,Ain Abid,عين عبيد
25,Constantine,2512,Ibn Ziad,ابن زياد,Ibn Ziad,ابن زياد
25,Constantine,2511,Messaoud Boudjeriou,بوجريو مسعود,Ibn Ziad,ابن زياد
25,Constantine,2501,Constantine,قسنطينة,Constantine,قسنطينة
26,Médéa,2622,Ouled Hellal,أولاد هلال,Ouled Antar,أولاد عنتر
26,Médéa,2636,El Azizia,العزيزية,El Azizia,العزيزية
26,Médéa,2639,Maghraoua,مغراوة,El Azizia,العزيزية
26,Médéa,2650,Mihoub,ميهوب,El Azizia,العزيزية
26,Médéa,2660,Hannacha,حناشة,Ouamri,عوامري
26,Médéa,2643,Ouamri,عوامري,Ouamri,عوامري
26,Médéa,2629,Oued Harbil,وادي حربيل,Ouamri,عوامري
26,Médéa,2646,Beni Slimane,بني سليمان,Beni Slimane,بني سليمان
26,Médéa,2659,Bouaichoune,بوعيشون,Si Mahdjoub,سي المحجوب
26,Médéa,2627,Ouled Bouachra,أولاد بوعشرة,Si Mahdjoub,سي المحجوب
26,Médéa,2644,Si Mahdjoub,سي المحجوب,Si Mahdjoub,سي المحجوب
26,Médéa,2619,Bouskene,بوسكن,Beni Slimane,بني سليمان
26,Médéa,2655,Sidi Rabie,سيدي الربيع,Beni Slimane,بني سليمان
26,Médéa,2647,Berrouaghia,البرواقية,Berrouaghia,البرواقية
26,Médéa,2606,Ouled Deid,أولاد دايد,Berrouaghia,البرواقية
26,Médéa,2620,Rebaia,الربعية,Berrouaghia,البرواقية
26,Médéa,2662,Medjebar,مجبر,Seghouane,سغوان
26,Médéa,2645,Tletat Ed Douair,ثلاث دوائر,Seghouane,سغوان
26,Médéa,2634,Zoubiria,الزبيرية,Seghouane,سغوان
26,Médéa,2605,Aissaouia,العيساوية,Tablat,تابلاط
26,Médéa,2653,El Haoudane,الحوضان,Tablat,تابلاط
26,Médéa,2611,Mezerana,مزغنة,Tablat,تابلاط
26,Médéa,2652,Tablat,تابلاط,Tablat,تابلاط
26,Médéa,2625,Boghar,بوغار,Ouled Antar,أولاد عنتر
26,Médéa,2648,Seghouane,سغوان,Seghouane,سغوان
26,Médéa,2654,Draa Esmar,ذراع السمار,Medea,المدية
26,Médéa,2601,Medea,المدية,Medea,المدية
26,Médéa,2615,Tamesguida,تمسقيدة,Medea,المدية
26,Médéa,2630,Ben Chicao,بن شكاو,Ouzera,وزرة
26,Médéa,2616,El Hamdania,الحمدانية,Ouzera,وزرة
26,Médéa,2602,Ouzera,وزرة,Ouzera,وزرة
26,Médéa,2613,Tizi Mahdi,تيزي مهدي,Ouzera,وزرة
26,Médéa,2604,Ain Boucif,عين بوسيف,Ain Boucif,عين بوسيف
26,Médéa,2657,El Ouinet,العوينات,Ain Boucif,عين بوسيف
26,Médéa,2617,Kef Lakhdar,الكاف الاخضر,Ain Boucif,عين بوسيف
26,Médéa,2603,Ouled Emaaraf,أولاد امعرف,Ain Boucif,عين بوسيف
26,Médéa,2631,Sidi Demed,سيدي دامد,Ain Boucif,عين بوسيف
26,Médéa,2624,Baata,بعطة,El Omaria,العمارية
26,Médéa,2607,El Omaria,العمارية,El Omaria,العمارية
26,Médéa,2612,Ouled Brahim,أولاد إبراهيم,El Omaria,العمارية
26,Médéa,2656,Bir Ben Laabed,بئر بن عابد,Guelb El Kebir,القلب الكبير
26,Médéa,2609,El Guelbelkebir,القلب الكبير,Guelb El Kebir,القلب الكبير
26,Médéa,2661,Sedraya,سدراية,Guelb El Kebir,القلب الكبير
26,Médéa,2641,Ain Ouksir,عين اقصير,Chellalat El Adhaoura,شلالة العذاورة
26,Médéa,2618,Chelalet El Adhaoura,شلالة العذاورة,Chellalat El Adhaoura,شلالة العذاورة
26,Médéa,2640,Cheniguel,شنيقل,Chellalat El Adhaoura,شلالة العذاورة
26,Médéa,2623,Tafraout,تفراوت,Chellalat El Adhaoura,شلالة العذاورة
26,Médéa,2621,Bouchrahil,بوشراحيل,Sidi Naamane,سيدي نعمان
26,Médéa,2663,Khams Djouamaa,خمس جوامع,Sidi Naamane,سيدي نعمان
26,Médéa,2626,Sidi Naamane,سيدي نعمان,Sidi Naamane,سيدي نعمان
26,Médéa,2658,Ouled Antar,أولاد عنتر,Ouled Antar,أولاد عنتر
27,Mostaganem,2703,Fornaka,فرناقة,Ain Nouicy,عين نويسي
27,Mostaganem,2709,Oued El Kheir,وادي الخير,Ain Tedeles,عين تادلس
27,Mostaganem,2732,Hassiane,الحسيان (بني ياحي,Ain Nouicy,عين نويسي
27,Mostaganem,2706,Hassi Mameche,حاسي ماماش,Hassi Mameche,حاسي ماماش
27,Mostaganem,2727,Mazagran,مزغران,Hassi Mameche,حاسي ماماش
27,Mostaganem,2704,Stidia,ستيدية,Hassi Mameche,حاسي ماماش
27,Mostaganem,2707,Ain-Tedles,عين تادلس,Ain Tedeles,عين تادلس
27,Mostaganem,2710,Sidi Belaattar,سيدي بلعطار,Ain Tedeles,عين تادلس
27,Mostaganem,2708,Sour,سور,Ain Tedeles,عين تادلس
27,Mostaganem,2728,Ain-Boudinar,عين بودينار,Kheir Eddine,خير الدين
27,Mostaganem,2711,Kheir-Eddine,خير الدين,Kheir Eddine,خير الدين
27,Mostaganem,2702,Sayada,صيادة,Kheir Eddine,خير الدين
27,Mostaganem,2712,Sidi Ali,سيدي علي,Sidi Ali,سيدي علي
27,Mostaganem,2729,Tazgait,تزقايت,Sidi Ali,سيدي علي
27,Mostaganem,2713,Benabdelmalek Ramdane,بن عبد المالك رمضان,Sidi Lakhdar,سيدي لخضر
27,Mostaganem,2701,Mostaganem,مستغانم,Mostaganem,مستغانم
27,Mostaganem,2714,Hadjadj,حجاج,Sidi Lakhdar,سيدي لخضر
27,Mostaganem,2716,Sidi-Lakhdar,سيدي لخضر,Sidi Lakhdar,سيدي لخضر
27,Mostaganem,2717,Achaacha,عشعاشة,Achaacha,عشعاشة
27,Mostaganem,2718,Khadra,خضرة,Achaacha,عشعاشة
27,Mostaganem,2715,Nekmaria,نكمارية,Achaacha,عشعاشة
27,Mostaganem,2725,Ouled Boughalem,أولاد بوغالم,Achaacha,عشعاشة
27,Mostaganem,2719,Bouguirat,بوقيراط,Bouguirat,بوقيراط
27,Mostaganem,2730,Safsaf,صفصاف,Bouguirat,بوقيراط
27,Mostaganem,2720,Sirat,سيرات,Bouguirat,بوقيراط
27,Mostaganem,2724,Souaflia,السوافلية,Bouguirat,بوقيراط
27,Mostaganem,2721,Ain-Sidi Cherif,عين سيدي الشريف,Mesra,ماسرة
27,Mostaganem,2723,Mansourah,منصورة,Mesra,ماسرة
27,Mostaganem,2722,Mesra,ماسرة,Mesra,ماسرة
27,Mostaganem,2731,Touahria,الطواهرية,Mesra,ماسرة
27,Mostaganem,2705,Ain-Nouissy,عين نويسي,Ain Nouicy,عين نويسي
27,Mostaganem,2726,Ouled-Maalah,أولاد مع الله,Sidi Ali,سيدي علي
28,M'Sila,2809,Chellal,شلال,Chellal,شلال
28,M'Sila,2810,Ouled Madhi,أولاد ماضي,Chellal,شلال
28,M'Sila,2832,Khettouti Sed-El-Jir,خطوطي سد الجير,Chellal,شلال
28,M'Sila,2815,Belaiba,بلعايبة,Magra,مقرة
28,M'Sila,2812,Berhoum,برهوم,Magra,مقرة
28,M'Sila,2830,Dehahna,دهاهنة,Magra,مقرة
28,M'Sila,2811,Magra,مقرة,Magra,مقرة
28,M'Sila,2845,Beni Ilmane,بني يلمان,Sidi Aissa,سيدي عيسى
28,M'Sila,2831,Bouti Sayeh,بوطي السايح,Sidi Aissa,سيدي عيسى
28,M'Sila,2816,Sidi Aissa,سيدي عيسى,Sidi Aissa,سيدي عيسى
28,M'Sila,2817,Ain El Hadjel,عين الحجل,Ain El Hadjel,عين الحجل
28,M'Sila,2818,Sidi Hadjeres,سيدي هجرس,Ain El Hadjel,عين الحجل
28,M'Sila,2820,Bou Saada,بوسعادة,Bousaada,بوسعادة
28,M'Sila,2827,El Hamel,الهامل,Bousaada,بوسعادة
28,M'Sila,2846,Oulteme,ولتام,Bousaada,بوسعادة
28,M'Sila,2841,Ain El Melh,عين الملح,Ain El Melh,عين الملح
28,M'Sila,2837,Ain Fares,عين فارس,Ain El Melh,عين الملح
28,M'Sila,2844,Ain Rich,عين الريش,Ain El Melh,عين الملح
28,M'Sila,2836,Bir Foda,بئر فضة,Ain El Melh,عين الملح
28,M'Sila,2838,Sidi M'hamed,سيدي امحمد,Ain El Melh,عين الملح
28,M'Sila,2842,Medjedel,امجدل,Medjedel,امجدل
28,M'Sila,2839,Menaa,مناعة,Medjedel,امجدل
28,M'Sila,2801,M'sila,المسيلة,M'sila,المسيلة
28,M'Sila,2803,Hammam Dalaa,حمام الضلعة,Hammam Dalaa,حمام الضلعة
28,M'Sila,2819,Ouanougha,ونوغة,Hammam Dalaa,حمام الضلعة
28,M'Sila,2828,Ouled Mansour,أولاد منصور,Hammam Dalaa,حمام الضلعة
28,M'Sila,2805,Tarmount,تارمونت,Hammam Dalaa,حمام الضلعة
28,M'Sila,2802,Maadid,المعاضيد,Ouled Derradj,أولاد دراج
28,M'Sila,2806,M'tarfa,المطارفة,Ouled Derradj,أولاد دراج
28,M'Sila,2829,Maarif,معاريف,Chellal,شلال
28,M'Sila,2804,Ouled Derradj,أولاد دراج,Ouled Derradj,أولاد دراج
28,M'Sila,2840,Souamaa,السوامع,Ouled Derradj,أولاد دراج
28,M'Sila,2813,Ain Khadra,عين الخضراء,Magra,مقرة
28,M'Sila,2814,Ouled Addi Guebala,أولاد عدي لقبالة,Ouled Derradj,أولاد دراج
29,Mascara,2910,Oued El Abtal,وادي الأبطال,Oued El Abtal,وادي الأبطال
29,Mascara,2932,Sidi Abdelmoumene,سيدي عبد المومن,Mohammadia,المحمدية
29,Mascara,2935,Sedjerara,سجرارة,Mohammadia,المحمدية
29,Mascara,2931,Mohammadia,المحمدية,Mohammadia,المحمدية
29,Mascara,2906,Tighennif,تيغنيف,Tighennif,تيغنيف
29,Mascara,2936,Mocta-Douz,مقطع الدوز,Mohammadia,المحمدية
29,Mascara,2933,Ferraguig,فراقيق,Mohammadia,المحمدية
29,Mascara,2934,El Ghomri,الغمري,Mohammadia,المحمدية
29,Mascara,2930,Zahana,زهانة,Zahana,زهانة
29,Mascara,2929,El Gaada,القعدة,Zahana,زهانة
29,Mascara,2944,Ras El Ain Amirouche,رأس عين عميروش,Oggaz,عقاز
29,Mascara,2927,Oggaz,عقاز,Oggaz,عقاز
29,Mascara,2928,Alaimia,العلايمية,Oggaz,عقاز
29,Mascara,2926,Sig,سيق,Sig,سيق
29,Mascara,2943,Chorfa,الشرفاء,Sig,سيق
29,Mascara,2937,Bou Henni,بوهني,Sig,سيق
29,Mascara,2939,El Mamounia,المأمونية,Ain Fares,عين فارس
29,Mascara,2938,El Gueitena,القطنة,Bouhanifia,بوحنيفية
29,Mascara,2924,Ain Fares,عين فارس,Ain Fares,عين فارس
29,Mascara,2941,Gharrous,غروس,Aouf,عوف
29,Mascara,2919,Benian,بنيان,Aouf,عوف
29,Mascara,2923,Aouf,عوف,Aouf,عوف
29,Mascara,2942,Guerdjoum,قرجوم,Oued Taria,وادي التاغية
29,Mascara,2925,Ain Frass,عين أفرص,Ain Fekan,عين فكان
29,Mascara,2918,Ain Fekan,عين فكان,Ain Fekan,عين فكان
29,Mascara,2920,Khalouia,خلوية,El Bordj,البرج
29,Mascara,2921,El Menaouer,المنور,El Bordj,البرج
29,Mascara,2917,El Bordj,البرج,El Bordj,البرج
29,Mascara,2916,Sidi Boussaid,سيدي بوسعيد,Ghriss,غريس
29,Mascara,2914,Matemore,المطمور,Ghriss,غريس
29,Mascara,2908,Sidi Kada,سيدي قادة,Tighennif,تيغنيف
29,Mascara,2915,Makhda,ماقضة,Ghriss,غريس
29,Mascara,2901,Mascara,معسكر,Mascara,معسكر
29,Mascara,2902,Bouhanifia,بوحنيفية,Bouhanifia,بوحنيفية
29,Mascara,2912,Ghriss,غريس,Ghriss,غريس
29,Mascara,2904,Hacine,حسين,Bouhanifia,بوحنيفية
29,Mascara,2940,El Keurt,القرط,Tizi,تيزي
29,Mascara,2913,Froha,فروحة,Tizi,تيزي
29,Mascara,2903,Tizi,تيزي,Tizi,تيزي
29,Mascara,2947,Sehailia,السهايلية,Tighennif,تيغنيف
29,Mascara,2905,Maoussa,ماوسة,Ghriss,غريس
29,Mascara,2946,Sidi Abdeldjebar,سيدي عبد الجبار,Oued El Abtal,وادي الأبطال
29,Mascara,2907,El Hachem,الحشم,Hachem,الحشم
29,Mascara,2945,Nesmot,نسمط,Hachem,الحشم
29,Mascara,2909,Zelamta,زلامطة,Hachem,الحشم
29,Mascara,2911,Ain Ferah,عين فراح,Oued El Abtal,وادي الأبطال
29,Mascara,2922,Oued Taria,وادي التاغية,Oued Taria,وادي التاغية
30,Ouargla,3001,Ouargla,ورقلة,Ouargla,ورقلة
30,Ouargla,3004,Hassi Messaoud,حاسي مسعود,Hassi Messaoud,حاسي مسعود
30,Ouargla,3002,Ain Beida,عين البيضاء,Sidi Khouiled,سيدي خويلد
30,Ouargla,3012,Hassi Ben Abdellah,حاسي بن عبد الله,Sidi Khouiled,سيدي خويلد
30,Ouargla,3011,Sidi Khouiled,سيدي خويلد,Sidi Khouiled,سيدي خويلد
30,Ouargla,3021,El Borma,البرمة,El Borma,البرمة
30,Ouargla,3005,Rouissat,الرويسات,Ouargla,ورقلة
30,Ouargla,3003,N'goussa,انقوسة,N'goussa,انقوسة
31,Oran,3113,Sidi Chami,سيدي الشحمي,Es Senia,السانية
31,Oran,3121,Hassi Mefsoukh,حاسي مفسوخ,Gdyel,قديل
31,Oran,3103,Bir El Djir,بئر الجير,Bir El Djir,بئر الجير
31,Oran,3119,Hassi Ben Okba,حاسي بن عقبة,Bir El Djir,بئر الجير
31,Oran,3102,Gdyel,قديل,Gdyel,قديل
31,Oran,3104,Hassi Bounif,حاسي بونيف,Bir El Djir,بئر الجير
31,Oran,3117,El Kerma,الكرمة,Es Senia,السانية
31,Oran,3105,Es Senia,السانية,Es Senia,السانية
31,Oran,3120,Ben Freha,بن فريحة,Gdyel,قديل
31,Oran,3106,Arzew,أرزيو,Arzew,أرزيو
31,Oran,3122,Sidi Ben Yebka,سيدي بن يبقى,Arzew,أرزيو
31,Oran,3126,Ain Biya,عين البية,Bethioua,بطيوة
31,Oran,3107,Bethioua,بطيوة,Bethioua,بطيوة
31,Oran,3108,Marsat El Hadjadj,مرسى الحجاج,Bethioua,بطيوة
31,Oran,3109,Ain Turk,عين الترك,Ain Turk,عين الترك
31,Oran,3101,Oran,وهران,Oran,وهران
31,Oran,3110,El Ancor,العنصر,Ain Turk,عين الترك
31,Oran,3115,Mers El Kebir,المرسى الكبير,Ain Turk,عين الترك
31,Oran,3114,Boufatis,بوفاتيس,Oued Tlelat,وادي تليلات
31,Oran,3118,El Braya,البراية,Oued Tlelat,وادي تليلات
31,Oran,3111,Oued Tlelat,وادي تليلات,Oued Tlelat,وادي تليلات
31,Oran,3125,Ain Kerma,عين الكرمة,Boutlelis,بوتليليس
31,Oran,3124,Boutlelis,بوتليليس,Boutlelis,بوتليليس
31,Oran,3123,Messerghin,مسرغين,Boutlelis,بوتليليس
31,Oran,3116,Bousfer,بوسفر,Ain Turk,عين الترك
31,Oran,3112,Tafraoui,طفراوي,Oued Tlelat,وادي تليلات
32,El Bayadh,3221,Sidi Slimane,سيدي سليمان,Boualem,بوعلام
32,El Bayadh,3218,Sidi Ameur,سيدي عامر,Boualem,بوعلام
32,El Bayadh,3206,Boualem,بوعلام,Boualem,بوعلام
32,El Bayadh,3210,Bougtoub,بوقطب,Bougtoub,بوقطب
32,El Bayadh,3211,El Kheiter,الخيثر,Bougtoub,بوقطب
32,El Bayadh,3220,Tousmouline,توسمولين,Bougtoub,بوقطب
32,El Bayadh,3222,Sidi Tiffour,سيدي طيفور,Boualem,بوعلام
32,El Bayadh,3203,Stitten,ستيتن,Boualem,بوعلام
32,El Bayadh,3201,El Bayadh,البيض,El Bayadh,البيض
32,El Bayadh,3202,Rogassa,رقاصة,Rogassa,رقاصة
32,El Bayadh,3219,El Mehara,المحرة,Chellala,شلالة
32,El Bayadh,3212,Kef El Ahmar,الكاف الأحمر,Rogassa,رقاصة
32,El Bayadh,3217,Cheguig,الشقيق,Rogassa,رقاصة
32,El Bayadh,3214,Chellala,شلالة,Chellala,شلالة
33,Illizi,3304,Bordj Omar Driss,برج عمر إدريس,Ain Amenas,عين أمناس
33,Illizi,3303,Debdeb,دبداب,Ain Amenas,عين أمناس
33,Illizi,3306,Ain Amenas,عين أمناس,Ain Amenas,عين أمناس
33,Illizi,3301,Illizi,إيليزي,Illizi,إيليزي
34,Bordj Bou Arreridj,3411,Elhammadia,الحمادية,El Hamadia,الحمادية
34,Bordj Bou Arreridj,3423,Ouled Sidi-Brahim,أولاد سيدي ابراهيم,Mansourah,المنصورة
34,Bordj Bou Arreridj,3408,Ain Taghrout,عين تاغروت,Ain Taghrout,عين تاغروت
34,Bordj Bou Arreridj,3426,Tixter,تيكستار,Ain Taghrout,عين تاغروت
34,Bordj Bou Arreridj,3412,Belimour,بليمور,Bordj Ghedir,برج الغدير
34,Bordj Bou Arreridj,3428,El Annasseur,العناصر,Bordj Ghedir,برج الغدير
34,Bordj Bou Arreridj,3432,Ghailasa,غيلاسة,Bordj Ghedir,برج الغدير
34,Bordj Bou Arreridj,3421,Taglait,تقلعيت,Bordj Ghedir,برج الغدير
34,Bordj Bou Arreridj,3409,Bordj Ghedir,برج الغدير,Bordj Ghedir,برج الغدير
34,Bordj Bou Arreridj,3427,El Euch,العش,El Hamadia,الحمادية
34,Bordj Bou Arreridj,3410,Sidi-Embarek,سيدي أمبارك,Bir Kasdali,بئر قاصد علي
34,Bordj Bou Arreridj,3420,Khelil,خليل,Bir Kasdali,بئر قاصد علي
34,Bordj Bou Arreridj,3431,Bir Kasdali,بئر قاصد علي,Bir Kasdali,بئر قاصد علي
34,Bordj Bou Arreridj,3424,Tefreg,تفرق,Djaafra,جعافرة
34,Bordj Bou Arreridj,3416,El Main,الماين,Djaafra,جعافرة
34,Bordj Bou Arreridj,3415,Djaafra,جعافرة,Djaafra,جعافرة
34,Bordj Bou Arreridj,3425,Colla,القلة,Djaafra,جعافرة
34,Bordj Bou Arreridj,3414,Teniet En Nasr,ثنية النصر,Medjana,مجانة
34,Bordj Bou Arreridj,3405,El M'hir,المهير,Mansourah,المنصورة
34,Bordj Bou Arreridj,3422,Ksour,القصور,El Hamadia,الحمادية
34,Bordj Bou Arreridj,3404,Mansoura,المنصورة,Mansourah,المنصورة
34,Bordj Bou Arreridj,3434,Haraza,حرازة,Mansourah,المنصورة
34,Bordj Bou Arreridj,3433,Rabta,الرابطة,El Hamadia,الحمادية
34,Bordj Bou Arreridj,3407,El Achir,الياشير,Medjana,مجانة
34,Bordj Bou Arreridj,3419,Hasnaoua,حسناوة,Medjana,مجانة
34,Bordj Bou Arreridj,3413,Medjana,مجانة,Medjana,مجانة
34,Bordj Bou Arreridj,3430,Ain Tesra,عين تسرة,Ras El Oued,رأس الوادي
34,Bordj Bou Arreridj,3417,Ouled Brahem,أولاد أبراهم,Ras El Oued,رأس الوادي
34,Bordj Bou Arreridj,3402,Ras El Oued,رأس الوادي,Ras El Oued,رأس الوادي
34,Bordj Bou Arreridj,3403,Bordj Zemmoura,برج زمورة,Bordj Zemmoura,برج زمورة
34,Bordj Bou Arreridj,3418,Ouled Dahmane,أولاد دحمان,Bordj Zemmoura,برج زمورة
34,Bordj Bou Arreridj,3429,Tassamert,تسامرت,Bordj Zemmoura,برج زمورة
34,Bordj Bou Arreridj,3401,B. B. Arreridj,برج بوعريرج,Bordj Bou Arreridj,برج بوعريريج
34,Bordj Bou Arreridj,3406,Ben Daoud,بن داود,Mansourah,المنصورة
35,Boumerdès,3532,El Kharrouba,الخروبة,Boudouaou,بودواو
35,Boumerdès,3523,Dellys,دلس,Dellys,دلس
35,Boumerdès,3522,Ben Choud,بن شود,Dellys,دلس
35,Boumerdès,3503,Afir,أعفير,Dellys,دلس
35,Boumerdès,3514,Thenia,الثنية,Thenia,الثنية
